-8.420038277913772617e+01,9.482012035838209840e+00
-8.420064247847369643e+01,9.482010988171962751e+00
-8.420022459102916912e+01,9.481959929072351301e+00
-8.420218663904192624e+01,9.481934855783396898e+00
-8.420056755377895286e+01,9.481932980852096904e+00
-8.420173466083507208e+01,9.481922094518189681e+00
-8.420205380092797043e+01,9.481870010586494146e+00
-8.420226165688079334e+01,9.481838396252816992e+00
-8.420029467829783698e+01,9.481805661637350724e+00
-8.420176938149285206e+01,9.481813285594137497e+00
-8.420163139847630873e+01,9.481777803776958891e+00
-8.420036535272502931e+01,9.481785547175505258e+00
-8.419984252642410638e+01,9.481794699028755602e+00
-8.420115835108670410e+01,9.481726061881374790e+00
-8.420241005189745920e+01,9.481720742345492781e+00
-8.420023956849497893e+01,9.481735982204849478e+00
-8.420116948268935175e+01,9.481682694446432080e+00
-8.419997901492865822e+01,9.481660335774586557e+00
-8.420159746150852698e+01,9.481635364028127455e+00
-8.420013618789843690e+01,9.481629861137410131e+00
-8.420029647654519067e+01,9.481582847022387739e+00
-8.420045241281830783e+01,9.481543047036845806e+00
-8.420015313478390340e+01,9.481543176467688738e+00
-8.420001047488524648e+01,9.481511913814026471e+00
-8.420030312142480966e+01,9.481501054521757510e+00
-8.420126788502825832e+01,9.481491389668555314e+00
-8.420038909702050489e+01,9.481491416779913806e+00
-8.420009168971927238e+01,9.481479619758301780e+00
-8.420241681222481134e+01,9.481446974763075630e+00
-8.419988164708780687e+01,9.481459937366862434e+00
-8.419973451282163524e+01,9.481431982514834544e+00
-8.420128718789580091e+01,9.481436343132960687e+00
-8.420105748634814802e+01,9.481432434090017125e+00
-8.420012094949414916e+01,9.481428244785780279e+00
-8.420109336276068746e+01,9.481400547350396835e+00
-8.419991681533092276e+01,9.481391950868422569e+00
-8.420080939347758431e+01,9.481381279022317088e+00
-8.420115096624434159e+01,9.481359138814413612e+00
-8.420014949304695051e+01,9.481331707007806031e+00
-8.420161336017505960e+01,9.481340864540666047e+00
-8.420169448619819264e+01,9.481317243037246101e+00
-8.420118422316991769e+01,9.481313091564832263e+00
-8.419970314416720214e+01,9.481284806157955103e+00
-8.419986282369060859e+01,9.481248268428894121e+00
-8.420147476195006675e+01,9.481218859545812450e+00
-8.420080060130614186e+01,9.481187395934524531e+00
-8.419971887986436343e+01,9.481213265538631418e+00
-8.419988791403014261e+01,9.481186521293354375e+00
-8.420165887417782358e+01,9.481140965131636733e+00
-8.419997759399790027e+01,9.481151520412394618e+00
-8.420199933741608334e+01,9.481128040297281956e+00
-8.420018468723259275e+01,9.481146130174238351e+00
-8.420241366621819168e+01,9.481110891482160241e+00
-8.420082959171946868e+01,9.481114689539396068e+00
-8.419983995483585204e+01,9.481109889792950440e+00
-8.420166941090519686e+01,9.481079292972520278e+00
-8.420242166193422406e+01,9.481039268463355540e+00
-8.420174172730337148e+01,9.481062575638524947e+00
-8.419986895640076341e+01,9.481030211944482033e+00
-8.420230845094830840e+01,9.481032776927438732e+00
-8.420064705667691385e+01,9.481022409527575689e+00
-8.419971023122622000e+01,9.480994384663858909e+00
-8.420079493545264882e+01,9.480995955172106804e+00
-8.420177916891590542e+01,9.480984448373565243e+00
-8.420096962340048208e+01,9.480968397016333427e+00
-8.420053112063598633e+01,9.480979300055503600e+00
-8.420118864689396787e+01,9.480957418678171322e+00
-8.419980584054377459e+01,9.480962970383702171e+00
-8.420203370984788194e+01,9.480948153073068596e+00
-8.420144091406740472e+01,9.480936149902825960e+00
-8.420214122214152042e+01,9.480927656431488160e+00
-8.420241735061431143e+01,9.480927094879662675e+00
-8.420219722020830488e+01,9.480911813783086117e+00
-8.420242427176539479e+01,9.480869619524941783e+00
-8.420079341874733814e+01,9.480875072275342319e+00
-8.420183973259675270e+01,9.480840761828320140e+00
-8.419989017855564839e+01,9.480826647297107002e+00
-8.420043947537800477e+01,9.480791780607443542e+00
-8.420036405757493014e+01,9.480804405076973751e+00
-8.420135683458468634e+01,9.480756006630128851e+00
-8.420144555260804964e+01,9.480736005508092035e+00
-8.420084784778850917e+01,9.480726900378080302e+00
-8.420241077647241923e+01,9.480719437484832923e+00
-8.420189017175006541e+01,9.480687128666479779e+00
-8.420167559682703029e+01,9.480671335021417789e+00
-8.420118415295183922e+01,9.480676322993501159e+00
-8.420162122391096204e+01,9.480619329383005223e+00
-8.420113315724418612e+01,9.480612608309613165e+00
-8.420241950956094001e+01,9.480616677965008066e+00
-8.420054367891653158e+01,9.480611238458870105e+00
-8.420069449886057100e+01,9.480566142403080931e+00
-8.420015130617198906e+01,9.480576679020572328e+00
-8.420003139575565854e+01,9.480540179291512715e+00
-8.420232617593792668e+01,9.480531622007461579e+00
-8.420116581731795691e+01,9.480525857327014805e+00
-8.420223180909171390e+01,9.480544506062695831e+00
-8.420024785908515241e+01,9.480490082432034171e+00
-8.420188569941365131e+01,9.480480919522200622e+00
